Model,P/N,Source Row,Column,Header Path,Raw Value,Interpreted Field,Variant ID,Validation Status
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,35,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),15999.0,field,RET-อัพเดท-R35,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,35,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"ส่วนลด 2,000 บาท ไม่สามารถใช้ร่วมกับ SF+ ได้",field,RET-อัพเดท-R35,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,36,D,STANDARD_PAYMENT > ราคาปกติ (RRP),16999.0,field,RET-อัพเดท-R36,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,36,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),2000.0,field,RET-อัพเดท-R36,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,36,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-อัพเดท-R36,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,36,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET-อัพเดท-R36,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,36,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),14999.0,field,RET-อัพเดท-R36,PASSED_VALIDATION
"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",-,36,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"ส่วนลด 2,000 บาท ไม่สามารถใช้ร่วมกับ SF+ ได้",field,RET-อัพเดท-R36,PASSED_VALIDATION
"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,D,STANDARD_PAYMENT > ราคาปกติ (RRP),13999.0,field,RET-อัพเดท-R37,PASSED_VALIDATION
"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.04,field,RET-อัพเดท-R37,PASSED_VALIDATION
"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),13999.0,field,RET-อัพเดท-R37,PASSED_VALIDATION
"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,37,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),SF+ ดาวน์ไม่เกิน 6% (840 บาท),field,RET-อัพเดท-R37,PASSED_VALIDATION
"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,38,D,STANDARD_PAYMENT > ราคาปกติ (RRP),10999.0,field,RET-อัพเดท-R38,PASSED_VALIDATION
"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,38,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET-อัพเดท-R38,PASSED_VALIDATION
"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,38,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-อัพเดท-R38,PASSED_VALIDATION
"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,38,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),9999.0,field,RET-อัพเดท-R38,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,D,STANDARD_PAYMENT > ราคาปกติ (RRP),10599.0,field,RET-อัพเดท-R39,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1600.0,field,RET-อัพเดท-R39,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,F,STANDARD_PAYMENT > คูปอง (Price Coupon),02,field,RET-อัพเดท-R39,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.1,field,RET-อัพเดท-R39,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),8999.0,field,RET-อัพเดท-R39,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,K,FLASH_SALE > ส่วนลดพิเศษ (Flash Sale Discount),1600.0,field,RET-อัพเดท-R39,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,L,FLASH_SALE > ราคาหลังหักส่วนลด (Flash Sale Net),8999.0,field,RET-อัพเดท-R39,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,39,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),โปรนักเรียนไม่ร่วมกับส่วนลดหรือโปรใดๆ,field,RET-อัพเดท-R39,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,40,D,STANDARD_PAYMENT > ราคาปกติ (RRP),8999.0,field,RET-อัพเดท-R40,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,40,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1500.0,field,RET-อัพเดท-R40,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,40,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-อัพเดท-R40,PASSED_VALIDATION
"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,40,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),7499.0,field,RET-อัพเดท-R40,PASSED_VALIDATION
"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,41,D,STANDARD_PAYMENT > ราคาปกติ (RRP),7999.0,field,RET-อัพเดท-R41,PASSED_VALIDATION
"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,41,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET-อัพเดท-R41,PASSED_VALIDATION
"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,41,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-อัพเดท-R41,PASSED_VALIDATION
"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,41,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),6999.0,field,RET-อัพเดท-R41,PASSED_VALIDATION
"Galaxy A07 5G
(SF+ campaign)",-,42,D,STANDARD_PAYMENT > ราคาปกติ (RRP),6999.0,field,RET-อัพเดท-R42,PASSED_VALIDATION
"Galaxy A07 5G
(SF+ campaign)",-,42,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.1,field,RET-อัพเดท-R42,PASSED_VALIDATION
"Galaxy A07 5G
(SF+ campaign)",-,42,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),SF+ ดาวน์ไม่เกิน 13% - 910 บาท,field,RET-อัพเดท-R42,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,43,D,STANDARD_PAYMENT > ราคาปกติ (RRP),6999.0,field,RET-อัพเดท-R43,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,43,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),500.0,field,RET-อัพเดท-R43,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,43,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-อัพเดท-R43,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,43,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.1,field,RET-อัพเดท-R43,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,43,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),6499.0,field,RET-อัพเดท-R43,PASSED_VALIDATION
"Galaxy A07 5G
(ไม่ร่วม SF+)",-,43,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),โปรนักเรียนไม่ร่วมกับส่วนลดหรือโปรใดๆ,field,RET-อัพเดท-R43,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,44,D,STANDARD_PAYMENT > ราคาปกติ (RRP),5999.0,field,RET-อัพเดท-R44,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,44,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET-อัพเดท-R44,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,44,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-อัพเดท-R44,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,44,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),4999.0,field,RET-อัพเดท-R44,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,45,D,STANDARD_PAYMENT > ราคาปกติ (RRP),5299.0,field,RET-อัพเดท-R45,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,45,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),1000.0,field,RET-อัพเดท-R45,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,45,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-อัพเดท-R45,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,45,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),4299.0,field,RET-อัพเดท-R45,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,46,D,STANDARD_PAYMENT > ราคาปกติ (RRP),4599.0,field,RET-อัพเดท-R46,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,46,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),800.0,field,RET-อัพเดท-R46,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,46,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-อัพเดท-R46,PASSED_VALIDATION
"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",-,46,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),3799.0,field,RET-อัพเดท-R46,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,D,STANDARD_PAYMENT > ราคาปกติ (RRP),66900.0,field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),56900.0,field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,K,FLASH_SALE > ส่วนลดพิเศษ (Flash Sale Discount),9000.0,field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,L,FLASH_SALE > ราคาหลังหักส่วนลด (Flash Sale Net),57900.0,field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,4,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"ส่วนลดทั้งหมด 9,000 บาท ไม่ร่วมเทรดอัพ",field,RET-19 -27-R4,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,D,STANDARD_PAYMENT > ราคาปกติ (RRP),54900.0,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),5000.0,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),44900.0,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,K,FLASH_SALE > ส่วนลดพิเศษ (Flash Sale Discount),9000.0,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,L,FLASH_SALE > ราคาหลังหักส่วนลด (Flash Sale Net),45900.0,field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,5,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"ส่วนลดทั้งหมด 9,000 บาท ไม่ร่วมเทรดอัพ",field,RET-19 -27-R5,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,D,STANDARD_PAYMENT > ราคาปกติ (RRP),46900.0,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),5000.0,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,G,STUDENT > อัตราส่วนลด (Student Discount Rate),0.15,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,H,TRADE_UP > ส่วนลดเทรดอัพ (Trade Up Discount),2000.0,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,I,TRADE_UP > รหัสการชำระ (Payment Code: T-UP-CO-S),T-UP-CO-S,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),39900.0,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,K,FLASH_SALE > ส่วนลดพิเศษ (Flash Sale Discount),9000.0,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,L,FLASH_SALE > ราคาหลังหักส่วนลด (Flash Sale Net),37900.0,field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26 Ultra,-,6,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"ส่วนลดทั้งหมด 9,000 บาท ไม่ร่วมเทรดอัพ",field,RET-19 -27-R6,PASSED_VALIDATION
Galaxy S26+,-,7,D,STANDARD_PAYMENT > ราคาปกติ (RRP),48900.0,field,RET-19 -27-R7,PASSED_VALIDATION
Galaxy S26+,-,7,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),12000.0,field,RET-19 -27-R7,PASSED_VALIDATION
Galaxy S26+,-,7,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R7,PASSED_VALIDATION
Galaxy S26+,-,7,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),36900.0,field,RET-19 -27-R7,PASSED_VALIDATION
Galaxy S26+,-,8,D,STANDARD_PAYMENT > ราคาปกติ (RRP),40900.0,field,RET-19 -27-R8,PASSED_VALIDATION
Galaxy S26+,-,8,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),10000.0,field,RET-19 -27-R8,PASSED_VALIDATION
Galaxy S26+,-,8,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R8,PASSED_VALIDATION
Galaxy S26+,-,8,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),30900.0,field,RET-19 -27-R8,PASSED_VALIDATION
Galaxy S26,-,9,D,STANDARD_PAYMENT > ราคาปกติ (RRP),41900.0,field,RET-19 -27-R9,PASSED_VALIDATION
Galaxy S26,-,9,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),12000.0,field,RET-19 -27-R9,PASSED_VALIDATION
Galaxy S26,-,9,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R9,PASSED_VALIDATION
Galaxy S26,-,9,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),29900.0,field,RET-19 -27-R9,PASSED_VALIDATION
Galaxy S26,-,10,D,STANDARD_PAYMENT > ราคาปกติ (RRP),33900.0,field,RET-19 -27-R10,PASSED_VALIDATION
Galaxy S26,-,10,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),6000.0,field,RET-19 -27-R10,PASSED_VALIDATION
Galaxy S26,-,10,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R10,PASSED_VALIDATION
Galaxy S26,-,10,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),27900.0,field,RET-19 -27-R10,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,D,STANDARD_PAYMENT > ราคาปกติ (RRP),42900.0,field,RET-19 -27-R11,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,E,STANDARD_PAYMENT > ส่วนลด (Standard Discount),12000.0,field,RET-19 -27-R11,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,F,STANDARD_PAYMENT > คูปอง (Price Coupon),01,field,RET-19 -27-R11,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,J,FINAL_NET > ราคาหลังลดและเทรดอัพ (Net Price),30900.0,field,RET-19 -27-R11,PASSED_VALIDATION
Galaxy S25 Ultra,-,11,M,REMARKS > โปรเพิ่มเติม / เงื่อนไข (Remarks/Gifts),"รหัส SM- ระบบลด (12,000)
รหัส F- ระบบลด (6,000)",field,RET-19 -27-R11,PASSED_VALIDATION
